LineId,EventId,program_pid,Content,Level,Duration,Program,EventTemplate
564,E1088,kernel,CPUID[0d  0e]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
565,E1225,kernel,pinctrl core: initialized pinctrl subsystem,,    0.182955,,pinctrl core: initialized pinctrl subsystem
566,E1836,/usr/sbin/irqbalance,Balancing is ineffective on systems with a single cpu.  Shutting down,,,,Balancing is ineffective on systems with a single cpu.  Shutting down
567,E1533,NetworkManager  pid: 572,devices added (path: /sys/devices/virtual/net/lo  iface: lo),info,1466518545.5948,,devices added (path: <*>  iface: <*>)
568,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S4_] (20150930/hwxface-580),,    0.185339,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
569,E1034,dbus  pid: 558,Activating via systemd: service name='org.freedesktop.UPower' unit='upower.service',,,system,Activating via systemd: service name=<*> unit=<*>
570,E1338,kernel,Allocating IMA MOK and blacklist keyrings.,,    0.616381,,Allocating IMA MOK and blacklist keyrings.
571,E1558,NetworkManager  pid: 572,urfkill disappeared from the bus,info,1466518545.7693,,urfkill disappeared from the bus
572,E1129,kernel,Intel GenuineIntel,,    0.000000,,Intel GenuineIntel
573,E1529,NetworkManager  pid: 585,dns-mgr[0x11e50c0]: using resolv.conf manager 'resolvconf',info,1466518839.8237,,dns-mgr[<*>]: using resolv.conf manager 'resolvconf'
574,E1508,kernel,fbcon: vboxdrmfb (fb0) is primary device,,    4.749698,,fbcon: vboxdrmfb (fb0) is primary device
575,E1230,kernel,PCCT header not found.,,    0.182447,,PCCT header not found.
576,E1105,kernel,Early memory node ranges,,    0.000000,,Early memory node ranges
577,E1556,NetworkManager  pid: 567,device (enp0s3): state change: disconnected -> prepare (reason 'none') [30 40 0],info,1467290566.7537,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
578,E1125,kernel,Initializing cgroup subsys pids,,    0.025712,,Initializing cgroup subsys <*>
579,E1480,kernel,show_signal_msg: 9 callbacks suppressed,,  287.681186,,show_signal_msg: <*> callbacks suppressed
580,E1179,kernel,Calibrating delay loop (skipped) preset value.. 5183.94 BogoMIPS (lpj=10367880),,    0.025943,,Calibrating delay loop (skipped) preset value.. <*> BogoMIPS (lpj=<*>)
581,E1847,lightdm,pam_unix(lightdm-greeter:session): session closed for user lightdm,,,,pam_unix(<*>): session closed for user <*>
582,E1844,lightdm,PAM adding faulty module: pam_kwallet.so,,,,PAM adding faulty module: <*>
583,E1356,kernel,brd: module loaded,,    0.617726,,brd: module loaded
584,E1555,NetworkManager  pid: 567,manager: (enp0s3): new Ethernet device (/org/freedesktop/NetworkManager/Devices/0),info,1467290566.6640,,manager: (<*>): new <*> device (<*>)
585,E1560,NetworkManager  pid: 585,ofono is now available,info,1466518840.1726,,ofono is now available
586,E1305,kernel,pnp: PnP ACPI init,,    0.206847,,pnp: PnP ACPI init
587,E1666,systemd  pid: 1,Mounting FUSE Control File System...,,,,Mounting FUSE Control File System...
588,E1063,kernel,ACPI: IRQ0 used by override.,,    0.000000,,ACPI: IRQ<*> used by override.
589,E1534,NetworkManager  pid: 567,end _init.,info,1467290566.4215,,end _init.
590,E1141,kernel,Movable zone start for each node,,    0.000000,,Movable zone start for each node
591,E1288,kernel,vgaarb: loaded,,    0.205212,,vgaarb: loaded
592,E1204,kernel,ftrace: allocating 31920 entries in 125 pages,,    0.053276,,ftrace: allocating <*> entries in <*> pages
593,E1091,kernel,Device   empty,,    0.000000,,Device   empty
594,E1678,systemd  pid: 1,Reloading OpenBSD Secure Shell server.,,,,Reloading OpenBSD Secure Shell server.
595,E1508,kernel,fbcon: vboxdrmfb (fb0) is primary device,,    4.799501,,fbcon: vboxdrmfb (fb0) is primary device
596,E1107,kernel,Faking a node at [mem 0x0000000000000000-0x000000002ffeffff],,    0.000000,,Faking a node at [mem <*>-<*>]
597,E1349,kernel,ACPI: Power Button [PWRF],,    0.619461,,ACPI: Power Button [PWRF]
598,E1630,rtkit-daemon  pid: 1088,Supervising 1 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
599,E1288,kernel,vgaarb: loaded,,    0.203030,,vgaarb: loaded
600,E1075,kernel,BRK [0x02201000  0x02201fff] PGTABLE,,    0.000000,,BRK [<*>  <*>] PGTABLE
601,E1204,kernel,ftrace: allocating 31907 entries in 125 pages,,    0.050858,,ftrace: allocating <*> entries in <*> pages
602,E1144,kernel,MTRR variable ranges disabled:,,    0.000000,,MTRR variable ranges disabled:
603,E1846,lightdm,PAM unable to dlopen(pam_kwallet.so): /lib/security/pam_kwallet.so: cannot open shared object file: No such file or directory,,,,PAM unable to <*> <*> cannot open shared object file: No such file or directory
604,E1074,kernel,Booting paravirtualized kernel on KVM,,    0.000000,,Booting paravirtualized kernel on KVM
605,E1296,kernel,e820: reserve RAM buffer [mem 0x2fff0000-0x2fffffff],,    0.202425,,e820: reserve RAM buffer [mem <*>]
606,E1677,systemd  pid: 1,Reloaded OpenBSD Secure Shell server.,,,,Reloaded OpenBSD Secure Shell server.
607,E1088,kernel,CPUID[0d  0f]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
608,E1630,rtkit-daemon  pid: 1005,Supervising 4 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
609,E1416,kernel,PM: Hibernation image not present or could not be loaded.,,    0.690063,,PM: Hibernation image not present or could not be loaded.
610,E1010,anacron  pid: 513,Will run job `cron.monthly' in 15 min.,,,,Will run job <*> in <*> min.
611,E1228,kernel,cpuidle: using governor menu,,    0.183565,,cpuidle: using governor <*>
612,E1530,NetworkManager  pid: 582,init!,info,1467205191.0664,,init!
613,E1814,systemd-timesyncd  pid: 343,Synchronized to time server 91.189.89.199:123 (ntp.ubuntu.com).,,,,Synchronized to time server <*> (ntp.ubuntu.com).
614,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S2_] (20150930/hwxface-580),,    0.186227,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
615,E1156,kernel,PM: Registered nosave memory: [mem 0x0009f000-0x0009ffff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
616,E1400,kernel,Key type dns_resolver registered,,    0.663870,,Key type dns_resolver registered
617,E1530,NetworkManager  pid: 585,init!,info,1466518839.9475,,init!
618,E1630,rtkit-daemon  pid: 1019,Supervising 3 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
619,E1631,rtkit-daemon  pid: 1088,Watchdog thread running.,,,,Watchdog thread running.
620,E1225,kernel,pinctrl core: initialized pinctrl subsystem,,    0.182140,,pinctrl core: initialized pinctrl subsystem
621,E1397,kernel,ledtrig-cpu: registered to indicate activity on CPUs,,    0.678887,,ledtrig-cpu: registered to indicate activity on CPUs
622,E1489,kernel,"audit: type=1400 audit(1466518544.972:9): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/sbin/cups-browsed"" pid=459 comm=""apparmor_parser""",,    5.148942,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
623,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S1_] (20150930/hwxface-580),,    0.186224,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
624,E1642,systemd  pid: 1,Received SIGRTMIN+21 from PID 329 (plymouthd).,,,,Received <*> from PID <*> (<*>).
625,E1530,NetworkManager  pid: 572,init!,info,1466518545.5944,,init!
626,E1489,kernel,"audit: type=1400 audit(1467290565.752:2): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/lightdm/lightdm-guest-session"" pid=370 comm=""apparmor_parser""",,    5.947593,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
627,E1555,NetworkManager  pid: 582,manager: (lo): new Generic device (/org/freedesktop/NetworkManager/Devices/1),info,1467205191.3456,,manager: (<*>): new <*> device (<*>)
628,E1549,NetworkManager  pid: 572,Loaded device plugin: NMVlanFactory (internal),info,1466518545.7093,,Loaded device plugin: NMVlanFactory (<*>)
629,E1483,kernel,work still pending,,    7.658529,,work still pending
630,E1543,NetworkManager  pid: 582,SettingsPlugin-Ofono: (11027824) ... get_connections.,info,1467205191.1461,,SettingsPlugin-Ofono: <*> ... get_connections.
631,E1297,kernel,SCSI subsystem initialized,,    0.203204,,SCSI subsystem initialized
632,E1125,kernel,Initializing cgroup subsys hugetlb,,    0.026576,,Initializing cgroup subsys <*>
633,E1607,org.gtk.vfs.Daemon  pid: 945,A connection to the bus can't be made,,,,A connection to the bus can't be made
634,E1105,kernel,Early memory node ranges,,    0.000000,,Early memory node ranges
635,E1237,kernel,ACPI: Added _OSI(Processor Aggregator Device),,    0.183579,,ACPI: Added _OSI(Processor Aggregator Device)
636,E1556,NetworkManager  pid: 572,device (enp0s3): state change: unmanaged -> unavailable (reason 'managed') [10 20 2],info,1466518545.7334,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
637,E1642,systemd  pid: 909,Received SIGRTMIN+24 from PID 1341 (kill).,,,,Received <*> from PID <*> (<*>).
638,E1140,kernel,Modules linked in:,,    0.000000,,Modules linked in:
639,E1125,kernel,Initializing cgroup subsys hugetlb,,    0.025710,,Initializing cgroup subsys <*>
640,E1630,rtkit-daemon  pid: 1005,Supervising 1 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
641,E1385,kernel,ohci-platform: OHCI generic platform driver,,    0.674143,,ohci-platform: OHCI generic platform driver
642,E1105,kernel,Early memory node ranges,,    0.000000,,Early memory node ranges
643,E1549,NetworkManager  pid: 572,Loaded device plugin: NMAtmManager (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-adsl.so),info,1466518545.7150,,Loaded device plugin: NMVlanFactory (<*>)
644,E1296,kernel,e820: reserve RAM buffer [mem 0x2fff0000-0x2fffffff],,    0.205783,,e820: reserve RAM buffer [mem <*>]
645,E1397,kernel,ledtrig-cpu: registered to indicate activity on CPUs,,    0.663154,,ledtrig-cpu: registered to indicate activity on CPUs
646,E1549,NetworkManager  pid: 572,Loaded device plugin: NMBridgeFactory (internal),info,1466518545.7094,,Loaded device plugin: NMVlanFactory (<*>)
647,E1088,kernel,CPUID[0d  06]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
648,E1135,kernel,kvm-clock: using sched offset of 15603558780986 cycles,,    0.000000,,kvm-clock: using sched offset of <*> cycles
649,E1215,kernel,smpboot: Total of 1 processors activated (5183.93 BogoMIPS),,    0.180789,,smpboot: Total of <*> processors activated (<*> BogoMIPS)
650,E1582,NetworkManager  pid: 582,manager: NetworkManager state is now CONNECTED_LOCAL,info,1467205191.4694,,manager: NetworkManager state is now CONNECTED_LOCAL
651,E1349,kernel,ACPI: Power Button [PWRF],,    0.615348,,ACPI: Power Button [PWRF]
652,E1075,kernel,BRK [0x02200000  0x02200fff] PGTABLE,,    0.000000,,BRK [<*>  <*>] PGTABLE
653,E1332,kernel,Initialise system trusted keyring,,    0.600434,,Initialise system trusted keyring
654,E1549,NetworkManager  pid: 585,Loaded device plugin: NMWwanFactory (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-wwan.so),info,1466518840.0956,,Loaded device plugin: NMVlanFactory (<*>)
655,E1213,kernel,KVM setup paravirtual spinlock,,    0.181241,,KVM setup paravirtual spinlock
656,E1541,NetworkManager  pid: 585,SettingsPlugin-Ofono: init!,info,1466518839.9495,,SettingsPlugin-Ofono: init!
657,E1088,kernel,CPUID[0d  04]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
658,E1063,kernel,ACPI: IRQ0 used by override.,,    0.000000,,ACPI: IRQ<*> used by override.
659,E1489,kernel,"audit: type=1400 audit(1466518544.872:4): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/sbin/dhclient"" pid=383 comm=""apparmor_parser""",,    5.049826,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
660,E1144,kernel,MTRR variable ranges disabled:,,    0.000000,,MTRR variable ranges disabled:
661,E1125,kernel,Initializing cgroup subsys cpuacct,,    0.000000,,Initializing cgroup subsys <*>
662,E1590,NetworkManager  pid: 572,WiFi hardware radio set enabled,info,1466518555.9792,,<*> hardware radio set enabled
663,E1228,kernel,cpuidle: using governor menu,,    0.183214,,cpuidle: using governor <*>
664,E1302,kernel,NetLabel:  unlabeled traffic allowed by default,,    0.203640,,NetLabel:  unlabeled traffic allowed by default
665,E1630,rtkit-daemon  pid: 1019,Supervising 2 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
666,E1010,anacron  pid: 545,Will run job `cron.monthly' in 15 min.,,,,Will run job <*> in <*> min.
667,E1532,NetworkManager  pid: 582,device added (path: /sys/devices/virtual/net/lo  iface: lo): no ifupdown configuration found.,info,1467205191.0667,,device added (path: <*>  iface: <*>): no ifupdown configuration found.
668,E1858,systemd-logind  pid: 575,System is powering down.,,,,System is powering down.
669,E1630,rtkit-daemon  pid: 1019,Supervising 1 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
670,E1509,kernel,AVX version of gcm_enc/dec engaged.,,    4.745719,,AVX version of gcm_enc/dec engaged.
671,E1344,kernel,io scheduler cfq registered,,    0.602064,,io scheduler cfq registered
672,E1237,kernel,ACPI: Added _OSI(Processor Aggregator Device),,    0.185529,,ACPI: Added _OSI(Processor Aggregator Device)
673,E1183,kernel,Security Framework initialized,,    0.025340,,Security Framework initialized
674,E1107,kernel,Faking a node at [mem 0x0000000000000000-0x000000002ffeffff],,    0.000000,,Faking a node at [mem <*>-<*>]
675,E1125,kernel,Initializing cgroup subsys hugetlb,,    0.026576,,Initializing cgroup subsys <*>
676,E1088,kernel,CPUID[0d  00]: eax=00000007 ebx=00000440 ecx=00000440 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
677,E1612,pulseaudio  pid: 1189,authkey.c: Failed to load authentication key '/home/stefan/.config/pulse/cookie': No such file or directory,,,pulseaudio,authkey.c: Failed to load authentication key <*> No such file or directory
678,E1489,kernel,"audit: type=1400 audit(1467205190.348:7): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/connman/scripts/dhclient-script"" pid=369 comm=""apparmor_parser""",,    4.541345,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
679,E1185,kernel,AppArmor: AppArmor initialized,,    0.026904,,AppArmor: AppArmor initialized
680,E1533,NetworkManager  pid: 582,devices added (path: /sys/devices/pci0000:00/0000:00:03.0/net/enp0s3  iface: enp0s3),info,1467205191.0667,,devices added (path: <*>  iface: <*>)
681,E1161,kernel,RCU restricting CPUs from NR_CPUS=256 to nr_cpu_ids=1.,,    0.000000,,RCU restricting CPUs from NR_CPUS=<*> to nr_cpu_ids=<*>.
682,E1642,systemd  pid: 882,Received SIGRTMIN+24 from PID 1384 (kill).,,,,Received <*> from PID <*> (<*>).
683,E1185,kernel,AppArmor: AppArmor initialized,,    0.026431,,AppArmor: AppArmor initialized
684,E1489,kernel,"audit: type=1400 audit(1467205190.348:5): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/NetworkManager/nm-dhcp-client.action"" pid=369 comm=""apparmor_parser""",,    4.541339,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
685,E1156,kernel,PM: Registered nosave memory: [mem 0x0009f000-0x0009ffff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
686,E1034,dbus  pid: 557,Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service',,,system,Activating via systemd: service name=<*> unit=<*>
687,E1088,kernel,CPUID[0d  03]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
688,E1486,kernel,ppdev: user-space parallel port driver,,    5.587874,,ppdev: user-space parallel port driver
689,E1583,NetworkManager  pid: 572,manager: NetworkManager state is now CONNECTED_GLOBAL,info,1466518545.8355,,manager: NetworkManager state is now CONNECTED_GLOBAL
690,E1210,kernel,APIC delta adjusted to PM-Timer: 6357727 (6169937),,    0.180956,,APIC delta adjusted to PM-Timer: <*> (<*>)
691,E1069,kernel,AMD AuthenticAMD,,    0.000000,,AMD AuthenticAMD
692,E1677,systemd  pid: 1,Reloaded OpenBSD Secure Shell server.,,,,Reloaded OpenBSD Secure Shell server.
693,E1088,kernel,CPUID[0d  0d]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
694,E1215,kernel,smpboot: Total of 1 processors activated (5183.94 BogoMIPS),,    0.182368,,smpboot: Total of <*> processors activated (<*> BogoMIPS)
695,E1559,NetworkManager  pid: 567,ModemManager available in the bus,info,1467290566.7319,,ModemManager available in the bus
696,E1034,dbus  pid: 557,Activating via systemd: service name='org.freedesktop.UPower' unit='upower.service',,,system,Activating via systemd: service name=<*> unit=<*>
